loss,acc,auc,val_loss,val_acc,val_auc
0.8112753998027759,0.5304976105690002,0.5000772476196289,0.6486717343330384,0.6419354677200317,0.549352765083313
0.7633092123088255,0.5377206802368164,0.5593982338905334,0.6234156935445724,0.6838709712028503,0.5651400685310364
0.745990352779866,0.5513643622398376,0.572295606136322,0.6130435532139193,0.6419354677200317,0.5781980156898499
0.7175397244349337,0.5786516666412354,0.5841578841209412,0.6011531745233843,0.6838709712028503,0.5923354029655457
0.6992822107687042,0.5922953486442566,0.5956777930259705,0.6065414951693627,0.6612903475761414,0.6040972471237183
0.6704720001350819,0.6292135119438171,0.6099278926849365,0.5966046106430792,0.6774193644523621,0.6182346343994141
0.6596722447853027,0.6219903826713562,0.6220723390579224,0.5975664388748907,0.6774193644523621,0.627590537071228
0.6505043198553364,0.6316211819648743,0.6321694254875183,0.6007631001933929,0.6806451678276062,0.6376675367355347
0.6412255934306553,0.6412519812583923,0.6419653296470642,0.6004940248304798,0.6709677577018738,0.6465050578117371
0.6413750594921326,0.6548956632614136,0.6499539017677307,0.6053697028467732,0.6612903475761414,0.6538404226303101
0.6484476982303454,0.6516854166984558,0.6560109257698059,0.6013667002800972,0.6806451678276062,0.6591849327087402
0.6347746593611581,0.6581059098243713,0.6614874601364136,0.5965721091916484,0.6903225779533386,0.6641879081726074
0.622935385133826,0.6669341921806335,0.6666695475578308,0.5976493281702842,0.6903225779533386,0.6694290041923523
0.6072710257854738,0.6869983673095703,0.6722164154052734,0.6095142210683515,0.6870967745780945,0.6747756600379944
0.6066613413548967,0.6894060969352722,0.6771963834762573,0.6056991350266241,0.6903225779533386,0.6797483563423157
0.6250480520591307,0.6886035203933716,0.6813399195671082,0.6025918841361999,0.6806451678276062,0.6831539273262024
0.6225202573436412,0.6492776870727539,0.6843467354774475,0.6016562627207849,0.6677419543266296,0.6856483221054077
0.6043330987804774,0.6845906972885132,0.6874234676361084,0.6012979895837846,0.6935483813285828,0.6893330216407776
0.6202946895580996,0.687800943851471,0.6903108358383179,0.6006462704750799,0.6838709712028503,0.6916886568069458
0.5986738801002502,0.6886035203933716,0.693126380443573,0.6030660302408279,0.6870967745780945,0.6944900751113892
0.60561733117647,0.6886035203933716,0.6954566836357117,0.5956365669927289,0.7032257914543152,0.6970790028572083
0.6025305094726587,0.6869983673095703,0.6981199979782104,0.6087046038719915,0.6838709712028503,0.6991669535636902
0.6054562325462293,0.6869983673095703,0.6999733448028564,0.607772994810535,0.6935483813285828,0.7011317610740662
0.6064737667815452,0.6950240731239319,0.7019550800323486,0.6016596409582322,0.6838709712028503,0.7030231356620789
0.5962239290508374,0.6966292262077332,0.7039892673492432,0.6014272109154732,0.6870967745780945,0.7047942280769348
0.5995344226853997,0.7062600255012512,0.7057557702064514,0.602580290455972,0.699999988079071,0.7066472768783569
0.6025716012783264,0.6910112500190735,0.7069594264030457,0.60022697987095,0.6967741847038269,0.7078484296798706
0.6042036581575201,0.7014446258544922,0.7086785435676575,0.5997327916083798,0.6870967745780945,0.7093763947486877
0.5972717128825609,0.6982343792915344,0.7099898457527161,0.5981180564049752,0.6935483813285828,0.7108380794525146
0.6096415845961287,0.6974318027496338,0.7111684679985046,0.6040754122118797,0.6870967745780945,0.7116954326629639
0.5919028115884833,0.7070626020431519,0.712476909160614,0.6005512533649322,0.699999988079071,0.7131430506706238
0.60419321816002,0.7030497789382935,0.7136892080307007,0.5999973747038072,0.6935483813285828,0.7140580415725708
0.5940058536074134,0.7102728486061096,0.7144140005111694,0.5943545841401623,0.7032257914543152,0.7151021957397461
0.5987708759920173,0.7078651785850525,0.7157432436943054,0.6002307038153372,0.7064515948295593,0.7161591649055481
0.5854040218777297,0.7199037075042725,0.7168328166007996,0.5986149218774611,0.7032257914543152,0.7174833416938782
0.5937829665349345,0.7014446258544922,0.7179833054542542,0.5996723198121594,0.6935483813285828,0.7184510231018066
0.5931992945567754,0.7006420493125916,0.718815803527832,0.6067605360861748,0.699999988079071,0.7192795872688293
0.5891966225630207,0.7102728486061096,0.7198562026023865,0.604513825908784,0.6903225779533386,0.7202669978141785
0.6031764047295094,0.6966292262077332,0.7207151055335999,0.6030623978184115,0.6838709712028503,0.7209025025367737
0.5895483746383202,0.7150883078575134,0.7213944792747498,0.6080258996255936,0.6870967745780945,0.7217472791671753
0.5919797938095815,0.7142857313156128,0.7222378253936768,0.6048853735769949,0.6903225779533386,0.7225378155708313
0.5929625847557766,0.7014446258544922,0.7228450775146484,0.5970166767797163,0.6903225779533386,0.723296046257019
0.599771573111104,0.7094703316688538,0.7234776616096497,0.6010705974794204,0.7032257914543152,0.7237402200698853
0.5823979031408196,0.7247191071510315,0.7240456938743591,0.5971558340134159,0.6935483813285828,0.724543571472168
0.5883155575150663,0.7078651785850525,0.7249096035957336,0.6040767819650712,0.699999988079071,0.7252110242843628
0.5890885561848146,0.7207062840461731,0.7255492806434631,0.5985728479200794,0.7032257914543152,0.7259492874145508
0.5871361325678818,0.7126805782318115,0.7262078523635864,0.5997013278545872,0.7032257914543152,0.7264718413352966
0.5634653869639622,0.7199037075042725,0.7271094918251038,0.6024125254923297,0.7064515948295593,0.727594256401062
0.5877408099212769,0.7102728486061096,0.7278262972831726,0.6005984752408919,0.7032257914543152,0.7281007170677185
0.5931748854023304,0.7062600255012512,0.7284383773803711,0.5973771506740201,0.7032257914543152,0.7285911440849304
0.592238064275316,0.7070626020431519,0.7288686633110046,0.5976154721552326,0.6967741847038269,0.7290067672729492
