,index,loss,acc,auc,val_loss,val_acc,val_auc
0,25,0.6072629835594141,0.6910112500190735,0.6971768140792847,0.5398113935224471,0.7645161151885986,0.6986086368560791
1,25,0.5936959445189511,0.6942214965820312,0.6907151937484741,0.6143891553724966,0.6774193644523621,0.6917380690574646
2,25,0.6028583335838196,0.6813803911209106,0.6905729174613953,0.6131631674305085,0.7096773982048035,0.6917952299118042
3,25,0.6174009625065958,0.6749598979949951,0.6910529732704163,0.5898723275430741,0.699999988079071,0.6922014355659485
4,25,0.5995163407601285,0.6982343792915344,0.6909400820732117,0.6206120137245424,0.6612903475761414,0.6923027634620667
5,25,0.6106014145511303,0.7118780016899109,0.7010318636894226,0.5744744235469449,0.725806474685669,0.7022488713264465
6,25,0.6093890951112224,0.6845906972885132,0.6794232726097107,0.6015053987503052,0.6806451678276062,0.6807271838188171
7,25,0.6066127230994774,0.6861958503723145,0.6710650324821472,0.5880067944526672,0.7322580814361572,0.6731255054473877
8,25,0.5882151944870743,0.7054574489593506,0.7114545106887817,0.5726705847247955,0.6967741847038269,0.7125160098075867
9,25,0.5995806995211214,0.6845906972885132,0.6946653723716736,0.5994697370836811,0.6935483813285828,0.6956580877304077
